price,processor_speed,ram_capacity
0.05491097461566184,0.8229813664596273,0.1764705882352941
0.06728527875440254,0.8229813664596273,0.1764705882352941
0.16457979183326862,0.8229813664596273,0.1764705882352941
0.07501921884111548,0.9627329192546583,0.1764705882352941
0.08120637091048583,0.9627329192546583,0.1764705882352941
0.09976782711859689,0.9627329192546583,0.1764705882352941
0.058004550650347014,0.9627329192546583,0.1764705882352941
0.06573849073705995,0.9627329192546583,0.1764705882352941
0.08120637091048583,0.9627329192546583,0.1764705882352941
0.1800476720066945,0.9627329192546583,0.2941176470588235
0.21098343235354625,0.9627329192546583,0.2941176470588235
0.09203388703188395,1.0,0.1764705882352941
0.10750176720530982,1.0,0.1764705882352941
0.13689073953481898,1.0,0.1764705882352941
0.09497433105285219,1.0,0.1764705882352941
0.1800476720066945,1.0,0.2941176470588235
0.22335773649228693,1.0,0.2941176470588235
0.19551555218012034,1.0,0.2941176470588235
0.19551555218012034,1.0,0.2941176470588235
0.2728549530472497,1.0,0.2941176470588235
0.21098343235354625,1.0,0.2941176470588235
0.0966742510839117,1.0,0.2941176470588235
0.11214213125733757,1.0,0.2941176470588235
0.14307789160418932,1.0,0.2941176470588235
0.10284748206112597,0.0,0.2941176470588235
0.11059534323999498,1.0,0.2941176470588235
0.12606322341342086,1.0,0.2941176470588235
0.1569989837602726,1.0,0.2941176470588235
0.18018688292825533,0.0,0.2941176470588235
0.26218056893956854,0.0,0.2941176470588235
0.1956547631016812,0.0,0.2941176470588235
0.1956547631016812,0.0,0.2941176470588235
0.2776484491129944,0.0,0.2941176470588235
0.21112264327510707,0.0,0.2941176470588235
0.2573870728738239,0.0,0.2941176470588235
0.12295572628657961,0.0,0.2941176470588235
0.1260493023212648,0.0,0.4117647058823529
0.1972015511190238,0.0,0.4117647058823529
0.21576300732713485,0.0,0.4117647058823529
0.22645131252697212,0.0,0.4117647058823529
0.07655208576630199,0.7360248447204969,0.1176470588235294
0.04097596136742247,0.8229813664596273,0.1176470588235294
0.05630463061928752,0.8229813664596273,0.1176470588235294
0.06249178268865786,1.0,0.1764705882352941
0.07191172171427422,1.0,0.1764705882352941
0.10595497918796723,0.0,0.1764705882352941
0.056457762633004435,0.9006211180124223,0.4117647058823529
0.10595497918796723,0.9937888198757764,0.6470588235294117
0.10750176720530982,0.9937888198757764,0.8823529411764706
0.1337971635001338,0.9937888198757764,1.0
0.1616254267201443,0.9937888198757764,0.8823529411764706
0.11212821016518149,0.9937888198757764,1.0
0.09356675395707044,0.9937888198757764,0.4117647058823529
0.008493413003228145,0.7142857142857142,0.1764705882352941
0.017774141107283665,0.7453416149068323,0.4117647058823529
0.01778806219943975,0.40372670807453415,0.058823529411764705
0.01778806219943975,0.6832298136645962,0.1764705882352941
0.01778806219943975,0.6366459627329192,0.4117647058823529
0.06573849073705995,0.8074534161490683,0.6470588235294117
0.010040201020570731,0.6211180124223602,0.1764705882352941
0.0041624065546689015,0.6211180124223602,0.1764705882352941
0.005413758060699048,0.6211180124223602,0.1176470588235294
0.006187152069370344,0.6180124223602484,0.2941176470588235
0.019320929124626254,0.7298136645962733,0.1764705882352941
0.019334850216782336,0.6211180124223602,0.1764705882352941
0.02570916363625114,0.8695652173913042,0.2941176470588235
0.05027215735165143,0.7453416149068323,0.4117647058823529
0.04563024651160632,0.7453416149068323,0.2941176470588235
0.05720176766934622,0.8695652173913042,0.4117647058823529
0.07857837806902077,0.8695652173913042,0.6470588235294117
0.1178667937095225,0.8695652173913042,0.6470588235294117
0.04098988245957856,0.0,0.2941176470588235
0.07672223244820967,0.8850931677018633,0.4117647058823529
0.1214228593613931,0.8850931677018633,0.6470588235294117
0.04870990145413541,0.0,0.2941176470588235
0.07809887378364458,0.0,0.4117647058823529
0.10439427007846855,0.0,0.6470588235294117
0.04561632541945024,0.7453416149068323,0.2941176470588235
0.033242021280709536,0.6211180124223602,0.4117647058823529
0.05644384154084835,0.7763975155279502,0.6470588235294117
0.042522749384765066,0.7763975155279502,0.4117647058823529
0.07964566180098716,0.9316770186335404,0.6470588235294117
0.14151718249469064,0.9316770186335404,0.6470588235294117
0.010054122112726813,0.6832298136645962,0.1764705882352941
0.016241274182097164,0.6211180124223602,0.1764705882352941
0.016241274182097164,0.7142857142857142,0.2941176470588235
0.020881638234124925,0.7453416149068323,0.2941176470588235
0.017774141107283665,0.6832298136645962,0.2941176470588235
0.020881638234124925,0.6832298136645962,0.4117647058823529
0.03789630642489338,0.6832298136645962,0.4117647058823529
0.011523570729202272,0.732919254658385,0.1764705882352941
0.32713174457580113,0.888198757763975,0.6470588235294117
0.10284748206112597,0.9720496894409937,0.4117647058823529
0.1492511225814036,0.9720496894409937,0.4117647058823529
0.3658153661015219,0.9937888198757764,0.6470588235294117
0.25599496365821556,0.888198757763975,0.4117647058823529
0.2466987676739866,0.8819875776397514,0.4117647058823529
0.04097596136742247,0.7453416149068323,0.4117647058823529
0.03170915435552303,0.7453416149068323,0.4117647058823529
0.028601657228681777,0.6832298136645962,0.4117647058823529
0.04097596136742247,0.7453416149068323,0.4117647058823529
0.025508081193996605,0.7453416149068323,0.4117647058823529
0.028601657228681777,0.0,0.1764705882352941
0.030148445246024363,0.7453416149068323,0.4117647058823529
0.12295572628657961,0.888198757763975,0.4117647058823529
0.08894031099719876,0.8819875776397514,0.4117647058823529
0.005104400457230533,0.40372670807453415,0.1764705882352941
0.006960546078041641,0.4968944099378882,0.1764705882352941
0.007115224879775894,0.4968944099378882,0.1764705882352941
0.009576164615367956,0.6211180124223602,0.1764705882352941
0.010054122112726813,0.7142857142857142,0.1764705882352941
0.008369669961840742,0.5652173913043478,0.1764705882352941
0.011370438715485355,0.6211180124223602,0.2941176470588235
0.013675152861325809,0.6211180124223602,0.4117647058823529
0.02242842625146751,0.7453416149068323,0.1764705882352941
0.025522002286152687,0.7453416149068323,0.2941176470588235
0.008507334095384227,0.7142857142857142,0.1764705882352941
0.010054122112726813,0.6211180124223602,0.1176470588235294
0.014694486164754574,0.6366459627329192,0.4117647058823529
0.014385128561286056,0.6211180124223602,0.2941176470588235
0.019334850216782336,0.6366459627329192,0.4117647058823529
0.012685208530226554,0.6211180124223602,0.1764705882352941
0.014694486164754574,0.6211180124223602,0.2941176470588235
0.020881638234124925,0.6366459627329192,0.4117647058823529
0.019334850216782336,0.7453416149068323,0.2941176470588235
0.020728506220408005,0.6832298136645962,0.4117647058823529
0.023975214268810097,0.7453416149068323,0.4117647058823529
0.01778806219943975,0.6211180124223602,0.4117647058823529
0.025522002286152687,0.6366459627329192,0.4117647058823529
0.010054122112726813,0.6211180124223602,0.1764705882352941
0.020881638234124925,0.6832298136645962,0.2941176470588235
0.005910277014266024,0.6211180124223602,0.058823529411764705
0.005413758060699048,0.6211180124223602,0.058823529411764705
0.007424582483244409,0.6211180124223602,0.1176470588235294
0.02242842625146751,0.6832298136645962,0.4117647058823529
0.024748608277481394,0.8074534161490683,0.4117647058823529
0.05181739858097667,0.7763975155279502,0.4117647058823529
0.028601657228681777,0.6366459627329192,0.4117647058823529
0.0951274630665691,0.9937888198757764,0.8823529411764706
0.08739352297985617,0.9937888198757764,0.4117647058823529
0.0858328138703575,0.9937888198757764,0.4117647058823529
0.033242021280709536,0.9937888198757764,0.4117647058823529
0.050256689471477996,0.9937888198757764,0.6470588235294117
0.05644384154084835,0.8819875776397514,0.4117647058823529
0.04870990145413541,0.9006211180124223,0.4117647058823529
0.05644384154084835,0.9006211180124223,0.6470588235294117
0.0873796018877001,0.9316770186335404,0.4117647058823529
0.042522749384765066,0.8819875776397514,0.4117647058823529
0.048646483145424364,0.8819875776397514,0.6470588235294117
